cause_id,acause,cause_name,cause_medium,cause_short,cause_description,cause_id_2010_gbd_round,start_date,end_date,date_inserted,inserted_by,last_updated,last_updated_by,last_updated_action
905,N43,"Internal hemorrhage in abdomen and pelvis","Internal hemorrhage",N43,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
906,N44,"Contusion in any part of the body",Contusion,N44,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
907,N45,"Effect of different environmental factors","Environ factors",N45,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
908,N46,"Complications following therapeutic procedures","Therapeutic complications",N46,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
909,N47,"Superficial injury of any part of the body","Superficial injury",N47,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
910,N48,"Multiple fractures, dislocations, crashes, wounds, pains, and strains","Multiple fractures",N48,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2017-06-28 16:51:09",elissat,UPDATE
911,NL49,"Long term sequelae for TBI","Longterm sequelae TBI",NL49,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
912,N5,"Amputation of upper limb, unilateral","Amputation upper limb",N5,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
913,NL50,"Long term sequelae due to the injuries in skeletal system","Longterm sequelae skeletal inj",NL50,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
914,N6,"Amputation of thumb","Amputation thumb",N6,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
915,N7,"Amputation of toe/toes","Amputation toes",N7,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
916,N8,"Burns, <20% total burned surface area without lower airway burns","Burns lesser",N8,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
917,N9,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns","Burns greater",N9,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
918,Ncc_code,Ncc_code,"NCC code","NCC code","N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
919,cc_code,"CC code","CC code","CC code","N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
920,sub_total,Subtotal,Subtotal,Subtotal,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-01-30 12:22:16",NULL,"2015-01-30 12:22:16",unknown,"2016-10-19 07:23:00",elissat,UPDATE
921,"N_amputations DO NOT USE!",Amputations,Amputations,N_amputations,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
922,"N_burns DO NOT USE!",Burns,Burns,N_burns,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
923,"N_fractures DO NOT USE!",Fractures,Fractures,N_fractures,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
924,"N_head_injuries DO NOT USE!","Head Injuries","Head Injuries",N_head_injuries,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
925,"N_spinal_injuries DO NOT USE!","Spinal Injuries","Spinal Injuries",N_spinal_injuries,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
926,"N_minor_injuries DO NOT USE!","Minor Injuries","Minor Injuries",N_minor_injuries,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
927,"N_other_injuries DO NOT USE!","Other Injuries","Other Injuries",N_other_injuries,"N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-09-15 11:25:16",NULL,"2015-09-15 11:25:16",elissat,"2016-05-20 10:39:41",elissat,UPDATE
928,"All_ncodes DO NOT USE!","All injury N-codes","All ncodes","All ncodes","N-codes moved to rei table; only kept in cause table for archival purposes",NULL,"2015-12-04 10:46:07",NULL,"2015-12-04 10:46:07",elissat,"2016-05-20 10:39:41",elissat,UPDATE
929,maternal_directindirect,"Maternal disorders, direct and indirect","Maternal direct & indirect","Mat Direct Indirect",NULL,NULL,"2016-03-08 12:09:50",NULL,"2016-03-08 12:09:50",elissat,"2017-06-01 14:01:04",elissat,UPDATE
930,maternal_direct,"Maternal disorders, direct","Maternal disorders, direct","Mat Direct",NULL,NULL,"2016-03-08 12:09:50",NULL,"2016-03-08 12:09:50",elissat,"2017-06-01 11:29:51",elissat,UPDATE
931,maternal_indirecthiv,"Maternal disorders, indirect and HIV/AIDS","Maternal indirect & HIV/AIDS","Mat Indirect HIV/AIDS",NULL,NULL,"2016-03-08 12:09:50",NULL,"2016-03-08 12:09:50",elissat,"2017-06-01 14:01:04",elissat,UPDATE
932,dptm,"Diphtheria, Whooping cough, Tetanus, and Measles","Diphtheria, Whooping, Tetanus, and Measles",Dip+Whoop+Tet+Meas,"New cause requested for US subnatl per ticket INF-1613",NULL,"2016-05-17 09:29:23",NULL,"2016-05-17 09:29:23",elissat,"2016-05-20 10:39:41",elissat,UPDATE
933,tb_drug,"Drug-resistant tuberculosis","Drug-resistant TB","MDR TB","Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-10-11 16:55:02",elissat,INSERT
934,tb_other,"Drug-susceptible tuberculosis","Drug-susceptible TB","Drug-Sus TB","Added new for the GBD 2016 round. Names changed per ticket INF-2503",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2017-06-29 16:09:15",elissat,UPDATE
935,ntd_zika,"Zika virus","Zika virus",Zika,"Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-10-11 16:55:02",elissat,INSERT
936,ntd_guinea,"Guinea worm disease","Guinea worm",GWD,"Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-10-11 16:55:02",elissat,INSERT
937,infectious_drug,"Other drug-resistant infectious diseases","Other DR infections","Oth DR Inf","Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-10-11 16:55:02",elissat,INSERT
938,cvd_cmp_alcoholic,"Alcoholic cardiomyopathy","Alcoholic cardiomyopathy","Alcohol CMP","Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2017-06-29 16:10:39",elissat,UPDATE
939,cvd_cmp_nonalcoholic,"Other cardiomyopathy and myocarditis","Other cardiomyopathy","Oth CMP","Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-11-21 16:26:23",elissat,UPDATE
940,inj_electrocution,Electrocution,Electrocution,Elect,"Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-10-11 16:55:02",elissat,INSERT
941,inj_homicide_sexual,"Sexual violence","Sexual violence","Sex Viol","Added new for the GBD 2016 round",NULL,"2016-10-11 16:55:02",NULL,"2016-10-11 16:55:02",elissat,"2016-10-11 16:55:02",elissat,INSERT
942,cvd_cmp_myocarditis,Myocarditis,Myocarditis,Myocarditis,"Added for the GBD 2016 round per ticket INF-2277",NULL,"2016-11-15 11:15:01",NULL,"2016-11-15 11:15:01",elissat,"2016-11-18 15:35:20",elissat,UPDATE
943,neo_leukemia_other,"Other leukemia","Other leukemia","Oth Leukemia","Added for the GBD 2016 round per ticket INF-2277",NULL,"2016-11-15 11:15:01",NULL,"2016-11-15 11:15:01",elissat,"2017-06-01 14:01:04",elissat,UPDATE
944,cvd_cmp_other,"Other cardiomyopathy","Other cardiomyopathy","Other CMP","Added for the GBD 2016 round per ticket INF-2277",NULL,"2016-11-16 16:26:59",NULL,"2016-11-16 16:26:59",elissat,"2022-05-18 16:23:25",she_prod_api,UPDATE
945,inj_war_warterror,"Conflict and terrorism","Conflict & terror","Conflict Terror","Added new for the GBD 2016 round per ticket INF-2391",NULL,"2016-12-20 12:27:27",NULL,"2016-12-20 12:27:27",elissat,"2017-06-01 11:29:51",elissat,UPDATE
946,tb_mdr,"Multidrug-resistant tuberculosis without extensive drug resistance","MDR-TB without XDR",MDR-TB,"Added per ticket INF-2503",NULL,"2017-02-03 09:14:10",NULL,"2017-02-03 09:14:10",elissat,"2017-02-03 09:14:10",elissat,INSERT
947,tb_xdr,"Extensively drug-resistant tuberculosis","XDR-TB only",XDR-TB,"Added per ticket INF-2503",NULL,"2017-02-03 09:14:10",NULL,"2017-02-03 09:14:10",elissat,"2017-02-03 09:14:10",elissat,INSERT
948,hiv_tb_other,"HIV/AIDS - Drug-susceptible Tuberculosis","Drug-susceptible HIV/AIDS - TB","Drug-Sus HIV-TB","Added per ticket INF-2503",NULL,"2017-02-03 09:14:10",NULL,"2017-02-03 09:14:10",elissat,"2018-05-08 10:52:38",ferdid06,UPDATE
949,hiv_tb_mdr,"HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance","MDR-HIV/AIDS-TB without XDR",MDR-HIV-TB,"Added per ticket INF-2503",NULL,"2017-02-03 09:14:10",NULL,"2017-02-03 09:14:10",elissat,"2017-10-04 17:21:02",elissat,UPDATE
950,hiv_tb_xdr,"HIV/AIDS - Extensively drug-resistant Tuberculosis","XDR HIV/AIDS-TB",XDR-HIV-TB,"Added per ticket INF-2503",NULL,"2017-02-03 09:14:10",NULL,"2017-02-03 09:14:10",elissat,"2017-10-04 17:21:02",elissat,UPDATE
951,neuro_dementia_parkinsons_env,"Alzheimer and Parkinson miscoding envelope","Alz-Park miscode","Alz-Park Miscode","Added per ticket INF-2521",NULL,"2017-02-24 13:38:49",NULL,"2017-02-24 13:38:49",elissat,"2017-02-24 14:59:27",elissat,UPDATE
952,neuro_dementia_parkinsons_source,"Alzheimer and Parkinson source cause","Alz-Park source","Alz-Park Source","Added per ticket INF-2734",NULL,"2017-03-07 09:02:59",NULL,"2017-03-07 09:02:59",elissat,"2017-03-07 09:02:59",elissat,INSERT
953,neuro_dementia_parkinsons_target,"Alzheimer and Parkinson target cause","Alz-Park target","Alz-Park Target","Added per ticket INF-2734",NULL,"2017-03-07 09:02:59",NULL,"2017-03-07 09:02:59",elissat,"2017-03-07 09:02:59",elissat,INSERT
954,tb_latent,"Latent tuberculosis infection","Latent TB infection",LTBI,"Added per ticket INF-3026",NULL,"2017-06-06 10:51:05",NULL,"2017-06-06 10:51:05",elissat,"2017-06-06 10:51:05",elissat,INSERT
955,_hiv_std,"HIV/AIDS and sexually transmitted infections","HIV/AIDS & STIs",HIV/AIDS+STIs,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2018-04-13 12:48:59",ferdid06,UPDATE
956,_ri,"Respiratory infections and tuberculosis","Respiratory infections & TB",Resp+TB,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-12 18:45:55",elissat,UPDATE
957,_enteric_all,"Enteric infections","Enteric infections","Enteric Infect","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
958,intest_typhpartyph,"Typhoid and paratyphoid","Typhoid & paratyph","Typh + Paratyph","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
959,intest_ints,"Invasive Non-typhoidal Salmonella (iNTS)",iNTS,iNTS,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
960,polio,Poliomyelitis,Poliomyelitis,Polio,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
961,_infect,"Other infectious diseases","Other infectious",Other+Diseases,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
962,mater_neonat,"Maternal and neonatal disorders","Maternal & neonatal",Mat+Neonat,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
964,neo_ben_blood,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MDS, MPN, & hematop",MDS+MPN,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-10-04 17:21:02",elissat,UPDATE
965,neo_ben_intest,"Benign and in situ intestinal neoplasms","Intestinal benign","Intest NMN","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
966,neo_ben_utr,"Benign and in situ cervical and uterine neoplasms","Cervical & uterine benign","Cervix NMN","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
967,neo_ben_other,"Other benign and in situ neoplasms","Other benign","Oth NMN","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
968,cvd_valvu_aort,"Non-rheumatic calcific aortic valve disease","Nonrheum cal aort val",CAVD,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
969,cvd_valvu_mitral,"Non-rheumatic degenerative mitral valve disease","Nonrheum degen mit val",DMVD,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
970,cvd_valvu_other,"Other non-rheumatic valve diseases","Other nonrheum valve","Other valvular","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2022-05-18 16:22:23",she_prod_api,UPDATE
971,cirrhosis_nash,"Nonalcoholic fatty liver disease including cirrhosis","NAFLD including cirrhosis","NAFLD incl Cirr","Cause name for cirrhosis_nash changed per ticket INF-5264",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2023-06-02 15:53:40",she_prod_api,UPDATE
972,neuro_headach,"Headache disorders","Headache disorders",Headaches,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2018-04-11 15:19:00",ferdid06,UPDATE
973,_subs,"Substance use disorders","Substance use","Subs Use","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-12 18:46:22",elissat,UPDATE
974,diab_ckd,"Diabetes and kidney diseases","Diabetes & CKD",Diabetes+CKD,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
975,diabetes_typ1,"Diabetes mellitus type 1","Diabetes type 1","Diabetes 1","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-11 12:59:01",elissat,UPDATE
976,diabetes_typ2,"Diabetes mellitus type 2","Diabetes type 2","Diabetes 2","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-11 12:59:03",elissat,UPDATE
977,skin_eczema_atopy,"Atopic dermatitis","Atopic derm","Atopic Derm","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
978,skin_eczema_contact,"Contact dermatitis","Contact derm","Contact Derm","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
979,skin_eczema_sebor,"Seborrhoeic dermatitis","Seborrhoeic derm","Seborr Derm","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
980,skin_infect,"Bacterial skin diseases","Bacterial skin","Bac Skin","Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
981,sense_visionlos,"Blindness and vision loss","Blindness and vision loss",Blindness,"Cause name changed per ticket INF-5257. Cause name changed per ticket INF-3596 (Blindness and vision impairment).",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2019-10-16 06:44:04",ferdid06,UPDATE
982,_genitourinary,"Genitourinary diseases","GU diseases",GU,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
983,infertility,Infertility,Infertility,Infertility,"Added for the 2017 round",NULL,"2017-09-07 09:52:23",NULL,"2017-09-07 09:52:23",elissat,"2017-09-07 09:52:23",elissat,INSERT
984,inj_disaster_light,"Victim of lightning","Victim of lightning",Lightning,"Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
985,inj_disaster_earth,Earthquake,Earthquake,Earthquake,"Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
986,inj_disaster_volcan,"Volcanic eruption","Volcanic eruption","Vol Erupt","Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
987,inj_disaster_avalanch,"Avalanche, landslide and other earth movements","Avalanche & landslide",Avalanche,"Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
988,inj_disaster_storm,"Cataclysmic storm","Cataclysmic storm",Storm,"Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
989,inj_disaster_flood,Flood,Flood,Flood,"Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
990,inj_disaster_other,"Other forms of forces of nature","Other forces of nature","Oth Nature","Added for the 2017 round",NULL,"2017-09-13 13:42:23",NULL,"2017-09-13 13:42:23",elissat,"2017-09-13 13:42:23",elissat,INSERT
991,neo_ben_brain,"Low-grade brain and other central nervous system neoplasms","Low-grade brain cancer","Low-grade brain C","Added for the 2017 round, nonsecret for the 2022 round",NULL,"2017-09-20 09:05:44",NULL,"2017-09-20 09:05:44",elissat,"2022-06-17 12:40:38",she_prod_api,UPDATE
992,digest_upper,"Upper digestive system diseases","Upper digest diseases","Upper Digest","Added for the 2017 round",NULL,"2017-09-20 09:05:44",NULL,"2017-09-20 09:05:44",elissat,"2017-11-08 12:55:28",elissat,UPDATE
993,digest_esophag,"Esophageal diseases","Esophageal diseases",Esophageal,"Added for the 2017 round",NULL,"2017-09-20 09:05:44",NULL,"2017-09-20 09:05:44",elissat,"2017-09-20 09:05:44",elissat,INSERT
994,N_unsp,"N-code, (unspecified site in N code)","N-code, unspecified","N Unspecified","Added for the 2017 round",NULL,"2017-09-20 09:05:44",NULL,"2017-09-20 09:05:44",elissat,"2017-09-20 09:05:44",elissat,INSERT
995,maternal_abort_mis,"Maternal abortion and miscarriage","Maternal abortion miscarriage","Mat Abort","Cause added for the 2017 round split from cause 371",NULL,"2017-09-22 16:47:06",NULL,"2017-09-22 16:47:06",elissat,"2017-09-22 16:47:06",elissat,INSERT
996,neo_liver_nash,"Liver cancer due to NASH","Liver cancer due to NASH","Liver C NASH","Added for the 2017 round",NULL,"2017-10-04 17:01:07",NULL,"2017-10-04 17:01:07",elissat,"2017-10-04 17:01:07",elissat,INSERT
997,ckd_diabetes_typ1,"Chronic kidney disease due to diabetes mellitus type 1","CKD due to diabetes type 1","CKD Diabetes1","Added per ticket INF-3596; acause revised per ticket INF-3662",NULL,"2017-10-24 10:24:53",NULL,"2017-10-24 10:24:53",elissat,"2017-11-01 13:16:17",elissat,UPDATE
998,ckd_diabetes_typ2,"Chronic kidney disease due to diabetes mellitus type 2","CKD due to diabetes type 2","CKD Diabetes2","Added per ticket INF-3596; acause revised per ticket INF-3662",NULL,"2017-10-24 10:24:53",NULL,"2017-10-24 10:24:53",elissat,"2017-11-01 13:16:17",elissat,UPDATE
999,sense_refrac_dis,"Refraction disorders","Refraction disorders",Refraction,"Added per ticket INF-3596",NULL,"2017-10-24 10:24:53",NULL,"2017-10-24 10:24:53",elissat,"2017-10-24 10:24:53",elissat,INSERT
1000,sense_presbyopia,"Near vision loss","Near vision loss","Near vision","Added per INF-3596; modified per INF-4515",NULL,"2017-10-24 10:24:53",NULL,"2017-10-24 10:24:53",elissat,"2018-06-20 12:45:30",ferdid06,UPDATE
1001,modeled_all,"Modeled all causes","Modeled all","Modeled All","Added for Forecasting GBD 2015",NULL,"2016-02-10 13:30:51",NULL,"2016-02-10 13:30:51",elissat,"2016-05-20 10:39:41",elissat,UPDATE
1002,diarrhea_non_rotavirus,"Non-rotaviral enteritis","Non-rotaviral enteritis",Non-rotavirus,"Added for forecasting per ticket INF-3926",NULL,"2017-12-19 03:34:37",NULL,"2017-12-19 03:34:37",elissat,"2017-12-19 03:34:37",elissat,INSERT
1003,rubella,Rubella,Rubella,Rubella,"Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1004,cvd_pah,"Pulmonary Arterial Hypertension",PAH,PAH,"Added for the 2019 round INF-4894; updated INF-5100; updated INF-5132",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2019-05-23 13:25:05",ferdid06,UPDATE
1005,neo_liver_hbl,Hepatoblastoma,Hepatoblastoma,"Liver C HBL","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1006,neo_lymphoma_burkitt,"Burkitt lymphoma","Burkitt lymphoma",Burkitt,"Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1007,neo_lymphoma_other,"Other non-Hodgkin lymphoma","Other lymphoma","Oth Lymphoma","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1008,neo_eye,"Eye cancer","Eye cancer","Eye C","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1009,neo_eye_rb,Retinoblastoma,Retinoblastoma,"Eye C RB","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1010,neo_eye_other,"Other eye cancers","Other eye cancers","Other Eye","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1011,neo_tissue_sarcoma,"Soft tissue and other extraosseous sarcomas","Soft tissue and other extraosseous sarcomas","Tissue Sarcoma C","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-11-01 09:44:33",ferdid06,UPDATE
1012,neo_bone,"Malignant neoplasm of bone and articular cartilage","Malignant neoplasm of bone & articular cartilage","M Bone+Cartilage","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-11-01 09:44:33",ferdid06,UPDATE
1013,neo_neuro,"Neuroblastoma and other peripheral nervous cell tumors","Neuroblastoma and other PN tumors",Neuroblastoma,"Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-10-18 09:04:42",ferdid06,INSERT
1014,msk_osteo_hip,"Osteoarthritis hip","Osteoarthritis hip","Osteoarth Hip","Added for the 2019 round INF-4894; updated INF-5132",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2019-05-23 13:25:05",ferdid06,UPDATE
1015,msk_osteo_knee,"Osteoarthritis knee","Osteoarthritis knee","Osteoarth Knee","Added for the 2019 round INF-4894; updated INF-5132",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2019-05-23 13:25:05",ferdid06,UPDATE
1016,msk_osteo_hand_foot,"Osteoarthritis hand","Osteoarthritis hand","Osteoarth Hand","Updated per INF-5290",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2019-11-20 11:48:10",she_prod_api,UPDATE
1017,msk_osteo_other,"Osteoarthritis other","Osteoarthritis other","Osteoarth Oth","Added for the 2019 round, per INF-4894",NULL,"2018-10-18 00:00:00",NULL,"2018-10-18 09:04:42",ferdid06,"2018-11-01 09:44:33",ferdid06,UPDATE
1018,lri_gbs,"Group B streptococcus lri","Group B strep lri",LRI-GBS,"Added for the 2019 round, per INF-4963",NULL,"2018-11-01 00:00:00",NULL,"2018-11-01 09:40:30",ferdid06,"2018-11-01 09:40:30",ferdid06,INSERT
